,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
7108,9787-XVQIU,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.3,75.3,Male,0,0,0,1,1,Yes
7109,9788-HNGUT,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.95,8594.4,Male,0,1,0,72,1,Yes
7110,9788-YTFGE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,147.5,Male,0,0,0,7,1,No
7111,9793-WECQC,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.3,2192.9,Male,0,0,0,23,1,No
7112,9795-NREXC,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.0,5484.4,Female,0,1,0,64,1,Yes
7113,9795-SHUHB,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),58.2,3810.8,Female,0,1,1,66,1,No
7114,9795-VOWON,No,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),24.35,150.85,Male,0,0,0,7,0,No phone service
7115,9796-BPKIW,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.95,562.7,Male,1,0,0,8,1,No
7116,9796-MVYXX,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,39.7,692.35,Female,1,0,0,14,0,No phone service
7117,9798-DRYDS,No,DSL,No,No,Yes,Yes,No,No,One year,1,Mailed check,61.95,1070.7,Female,0,1,1,17,1,Yes
7118,9798-OPFEM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,21.1,937.1,Female,0,0,0,46,1,No
7119,9799-CAYJJ,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.3,153.8,Female,1,1,0,2,1,No
7120,9800-ONTFE,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.8,1615.1,Female,0,1,1,22,1,Yes
7121,9800-OUIGR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.0,1374.2,Male,0,1,1,66,1,No
7122,9801-GDWGV,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.45,3994.45,Female,0,0,0,39,1,Yes
7123,9801-NOSHQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.8,465.45,Male,0,0,1,23,1,No
7124,9802-CAQUT,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.55,7887.25,Female,0,1,1,72,1,Yes
7125,9803-FTJCG,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.85,4748.7,Male,0,1,1,71,1,Yes
7126,9804-ICWBG,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,Male,0,0,0,1,1,No
7127,9805-FILKB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,845.6,Male,0,1,1,46,1,No
7128,9809-IMGCQ,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.7,2082.95,Male,1,0,0,22,1,Yes
7129,9812-GHVRI,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.85,3532.25,Female,0,0,0,40,1,Yes
7130,9814-AOUDH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1050.5,Male,0,0,0,53,1,No
7131,9817-APLHW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.0,316.2,Male,0,0,0,12,1,Yes
7132,9818-XQCUV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,45.3,Female,0,0,0,2,1,No
7133,9819-FBNSV,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),72.25,2575.45,Male,1,1,0,37,1,No
7134,9820-RMCQV,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),48.55,501,Female,0,0,0,11,1,No
7135,9821-BESNZ,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.25,6860.6,Male,0,0,0,66,1,Yes
7136,9821-POOTN,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.2,2576.2,Male,0,1,0,35,1,Yes
7137,9822-BIIGN,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.85,3827.9,Male,0,1,1,53,1,Yes
7138,9822-OAOVB,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.45,55.45,Female,0,0,0,1,1,No
7139,9822-WMWVG,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,106.5,4282.4,Female,0,0,0,41,1,Yes
7140,9823-EALYC,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),80.85,5727.45,Male,0,1,1,72,1,Yes
7141,9824-BEMCV,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,1149.65,Male,0,1,1,17,1,No
7142,9824-QCJPK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,666.75,Male,0,1,0,36,1,No
7143,9825-GXXPV,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,1147.85,Male,0,1,1,59,1,No
7144,9825-YCXWZ,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),101.1,4016.2,Female,1,0,0,41,1,No
7145,9828-AOQLM,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.7,45.7,Female,0,1,1,1,1,No
7146,9828-QHFBK,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,51.15,1275.7,Male,0,0,0,24,1,No
7147,9830-ECLEN,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Mailed check,50.0,2919.85,Male,0,1,1,58,0,No phone service
7148,9831-BPFRI,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,89.55,3474.45,Female,0,1,1,39,1,Yes
7149,9833-TGFHX,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,0,Electronic check,97.1,4016.75,Male,0,1,1,42,1,Yes
7150,9835-ZIITK,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,110.85,7491.75,Male,1,1,0,66,1,Yes
7151,9837-BMCLM,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.5,242.05,Male,0,0,0,3,1,No
7152,9837-FWLCH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.2,239,Male,0,1,1,12,1,No
7153,9838-BFCQT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,1851.45,Male,0,1,1,72,1,Yes
7154,9839-ETQOE,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,40.45,1912.85,Male,0,0,1,43,0,No phone service
7155,9839-SEMQN,no info,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),64.4,316.9,Male,0,1,1,5,1,Yes
7156,9840-DVNDC,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.5,463.05,Male,0,0,0,6,1,No
7157,9840-EFJQB,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,74.35,74.35,Female,0,0,0,1,1,No
7158,9840-GSRFX,no info,DSL,No,Yes,No,No,No,No,One year,1,Mailed check,54.25,773.2,Female,0,0,0,14,1,Yes
7159,9842-EFSYY,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,57.2,223.75,Female,0,0,1,4,0,No phone service
7160,9844-FELAJ,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.9,7475.85,Female,1,1,1,70,1,Yes
7161,9845-PEEKO,No,Fiber optic,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),79.2,4590.35,Female,1,0,0,59,1,Yes
7162,9845-QOMAD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.75,309.35,Male,0,1,1,14,1,No
7163,9846-GKXAS,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),90.8,809.75,Female,0,0,0,9,1,No
7164,9847-HNVGP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,310.6,Male,0,0,0,17,1,No
7165,9848-JQJTX,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),100.9,7459.05,Male,0,0,0,72,1,Yes
7166,9850-OWRHQ,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.1,228,Female,0,1,0,3,1,Yes
7167,9851-KIELU,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.1,1043.3,Male,0,0,0,10,1,No
7168,9851-QXEEQ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.7,4346.4,Male,0,0,0,41,1,Yes
7169,9853-JFZDU,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,56.85,1861.1,Female,0,1,0,35,1,No
7170,9860-LISIZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,673.2,Female,0,0,0,34,1,No
7171,9861-PDSZP,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.05,7806.6,Female,0,0,0,72,1,Yes
7172,9862-KJTYK,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),25.35,566.1,Male,0,0,1,19,0,No phone service
7173,9863-JZAIC,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.0,2010.55,Male,0,0,0,35,1,No
7174,9866-OCCKE,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,109.75,8075.35,Female,1,1,0,72,1,Yes
7175,9866-QEVEE,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.0,1532.45,Male,0,0,0,19,1,Yes
7176,9867-JCZSP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.75,418.25,Female,0,1,1,17,1,No
7177,9867-NNXLC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.05,470.2,Female,0,0,0,22,1,No
7178,9867-XOBQA,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,53.15,1183.2,Female,0,0,1,21,0,No phone service
7179,9871-ELEYA,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),67.65,2339.3,Female,0,0,1,34,1,No
7180,9872-RZQQB,no info,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),40.65,2070.75,Female,0,1,0,49,0,No phone service
7181,9873-MNDKV,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.65,472.25,Female,0,0,0,11,1,No
7182,9874-QLCLH,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.2,1743.5,Female,0,1,1,17,1,Yes
7183,9878-TNQGW,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.95,171.15,Male,0,0,0,2,1,No
7184,9880-TDQAC,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,60.0,4264,Female,0,1,1,72,0,No phone service
7185,9881-VCZEP,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.1,1373,Female,0,1,0,25,1,Yes
7186,9885-AIBVB,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,85.8,2440.25,Male,0,1,0,29,1,Yes
7187,9885-CSMWE,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.45,78.45,Female,1,0,0,1,1,No
7188,9885-MFVSU,No,DSL,Yes,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),46.35,1662.05,Female,0,1,1,35,0,No phone service
7189,9888-ZCUMM,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,3845.45,Male,0,1,1,64,0,No phone service
7190,9889-TMAHG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,832.35,Male,1,0,0,8,1,No
7191,9891-NQDBD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.55,672.2,Female,0,1,0,28,1,Yes
7192,9894-EZEWG,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),74.3,74.3,Female,0,0,0,1,1,No
7193,9894-QMIMJ,No,DSL,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),55.8,1327.85,Female,0,0,0,23,1,No
7194,9895-VFOXH,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.4,24.4,Female,0,0,0,1,0,No phone service
7195,9896-UYMIE,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),114.3,7383.7,Male,0,0,0,66,1,Yes
7196,9897-KXHCM,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.3,250.05,Female,0,1,1,3,1,No
7197,9898-KZQDZ,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.55,3640.45,Female,1,1,1,40,1,Yes
7198,9903-LYSAB,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.15,1305.95,Male,0,1,0,18,1,Yes
7199,9904-EHEVJ,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,91.35,2896.55,Female,1,1,1,32,1,Yes
7200,9906-NHHVC,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),53.5,3517.9,Female,1,0,0,65,0,No phone service
7201,9907-SWKKF,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.05,25.05,Female,1,0,0,1,0,No phone service
7202,9909-DFRJA,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),95.85,2475.35,Female,0,0,0,26,1,No
7203,9909-IDLEK,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,96.8,1826.7,Male,0,1,1,20,1,Yes
7204,9912-GVSEQ,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,93.85,2381.55,Female,1,1,0,26,1,Yes
7205,9912-OMZDS,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.15,6256.2,Female,0,1,1,59,1,Yes
7206,9916-AYHTC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,916,Male,0,0,0,48,1,No
7207,9917-KWRBE,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),78.35,3211.2,Female,0,1,1,41,1,Yes
7208,9919-FZDED,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,5981.65,Male,1,1,0,72,1,Yes
7209,9919-KNPOO,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,1948.35,Female,0,1,0,21,1,Yes
7210,9919-YLNNG,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.8,4327.5,Female,0,0,0,42,1,No
7211,9920-GNDMB,no info,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,684.85,Male,0,0,0,9,1,Yes
7212,9921-EZKBY,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),95.3,3275.15,Male,0,0,1,33,1,Yes
7213,9921-QFQUL,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,90.15,2044.95,Female,0,1,0,23,1,Yes
7214,9921-ZVRHG,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.45,1072,Female,0,0,0,14,1,Yes
7215,9924-JPRMC,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.2,8547.15,Male,0,0,0,72,1,Yes
7216,9926-PJHDQ,No,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),76.8,5468.45,Female,0,1,1,72,1,Yes
7217,9927-DSWDF,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.6,2180.55,Male,0,1,0,22,1,No
7218,9928-BZVLZ,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,49.85,552.1,Female,0,0,0,12,0,No phone service
7219,9929-PLVPA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.4,94.5,Female,0,0,1,4,1,No
7220,9931-DCEZH,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),54.4,1516.6,Male,0,0,1,28,1,No
7221,9931-KGHOA,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),55.0,2473.95,Female,0,1,0,46,1,Yes
7222,9932-WBWIK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,215.25,Male,0,0,0,11,1,No
7223,9933-QRGTX,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,97.2,5611.75,Female,0,1,0,60,1,No
7224,9938-EKRGF,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,84.45,1287.85,Female,0,0,0,15,1,No
7225,9938-PRCVK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,804.25,Female,0,1,1,41,1,No
7226,9938-TKDGL,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.55,6668,Male,0,1,1,68,1,No
7227,9938-ZREHM,No,DSL,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,72.1,2658.4,Female,0,1,0,37,1,Yes
7228,9940-HPQPG,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.75,865.8,Female,0,1,0,9,1,Yes
7229,9940-RHLFB,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.3,75.3,Female,0,0,0,1,1,No
7230,9943-VSZUV,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.7,5060.85,Male,1,0,0,67,1,Yes
7231,9944-AEXBM,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.65,2664.3,Male,0,0,0,32,1,Yes
7232,9944-HKVVB,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,307.4,Female,0,0,0,3,1,No
7233,9945-PSVIP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,18.7,383.65,Female,0,1,1,25,1,No
7234,9947-OTFQU,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.4,1074.3,Male,1,0,0,15,1,No
7235,9948-YPTDG,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,3013.05,Male,0,1,0,38,1,No
7236,9950-MTGYX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.3,487.95,Male,0,1,1,28,1,No
7237,9953-ZMKSM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1559.3,Male,0,0,0,63,1,Yes
7238,9955-QOPOY,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),60.8,4263.4,Male,0,1,0,69,0,No phone service
7239,9955-RVWSC,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.25,1372.9,Female,0,1,1,67,1,No
7240,9957-YODKZ,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.8,457.1,Male,1,1,0,6,1,Yes
7241,9958-MEKUC,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),103.95,7517.7,Male,0,1,1,72,1,Yes
7242,9959-WOFKT,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),106.7,7382.25,Male,0,0,1,71,1,Yes
7243,9961-JBNMK,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),96.8,2030.3,Male,1,0,0,21,1,No
7244,9962-BFPDU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,Female,0,1,1,1,1,No
7245,9964-WBQDJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.4,1725.4,Female,0,1,0,71,1,Yes
7246,9965-YOKZB,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.85,790.15,Male,1,0,0,9,1,Yes
7247,9966-VYRTZ,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,658.95,Female,0,1,1,31,1,No
7248,9967-ATRFS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,367.55,Female,0,0,0,19,1,No
7249,9968-FFVVH,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Bank transfer (automatic),68.8,4111.35,Male,0,0,0,63,1,Yes
7250,9970-QBCDA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,129.55,Female,0,0,0,6,1,No
7251,9971-ZWPBF,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,108.9,3625.2,Male,1,1,1,34,1,Yes
7252,9972-EWRJS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.25,1372.9,Female,0,1,1,67,1,No
7253,9972-NKTFD,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),54.65,1517.5,Female,0,0,0,28,1,No
7254,9972-VAFJJ,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,94.0,4871.45,Female,1,1,0,53,1,No
7255,9974-JFBHQ,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),99.15,6171.2,Male,0,0,1,64,1,No
7256,9975-GPKZU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.75,856.5,Male,0,1,1,46,1,No
7257,9975-SKRNR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.9,18.9,Male,0,0,0,1,1,No
7258,9978-HYCIN,No,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),84.95,4018.05,Male,1,1,1,47,1,No
7259,9979-RGMZT,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,94.05,633.45,Female,0,0,0,7,1,No
7260,9985-MWVIX,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15,Female,0,0,0,1,1,No
7261,9986-BONCE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,85.5,Female,0,0,0,4,1,No
